term_uid	module_id
fgsea_msigdb_C5_GO_BP_entrez:GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACETYL_COA_METABOLIC_PROCESS	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACIDIC_AMINO_ACID_TRANSPORT	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACID_SECRETION	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACROSOME_REACTION	M446641adfb1b
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_FILAMENT_BASED_PROCESS	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_FILAMENT_ORGANIZATION	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_FILAMENT_POLYMERIZATION	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_MEDIATED_CELL_CONTRACTION	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_NUCLEATION	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTION_POTENTIAL	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIVATED_T_CELL_PROLIFERATION	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACUTE_INFLAMMATORY_RESPONSE	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACUTE_PHASE_RESPONSE	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACYLGLYCEROL_HOMEOSTASIS	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACYL_COA_METABOLIC_PROCESS	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADAPTIVE_IMMUNE_RESPONSE	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADAPTIVE_THERMOGENESIS	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADHERENS_JUNCTION_ORGANIZATION	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADIPOSE_TISSUE_DEVELOPMENT	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADRENAL_GLAND_DEVELOPMENT	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADULT_BEHAVIOR	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADULT_LOCOMOTORY_BEHAVIOR	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AEROBIC_RESPIRATION	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALCOHOL_CATABOLIC_PROCESS	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALCOHOL_METABOLIC_PROCESS	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALDEHYDE_METABOLIC_PROCESS	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	Me19cdacf85a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALPHA_BETA_T_CELL_ACTIVATION	Mcc1556ae7e49
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION	Me19cdacf85a1
